Rk.,Player,Result,Game Date,EV (MPH),LA (Â°),Pitch (MPH),Dist (ft),Vs.,var10
2149,Maikel Franco,home_run,2019,106.2,34,90.4,413,NYM,Graphs
2150,Curtis Granderson,home_run,2019,101,36,79.3,413,NYM,Graphs
2151,Brian McCann,home_run,2019,103.8,25,97.3,413,WSH,Graphs
2152,Manny Machado,home_run,2019,109.1,21,89.5,413,MIL,Graphs
2153,Melky Cabrera,home_run,2019,103.8,21,91.5,413,CHC,Graphs
2154,Trevor Story,home_run,2019,106.8,33,83,413,ARI,Graphs
2155,Bryce Harper,home_run,2019,99.1,30,79.7,413,CLE,Graphs
2156,Javier Baez,home_run,2019,107.7,26,95.5,413,STL,Graphs
2157,Christian Yelich,home_run,2019,105.9,23,93.2,413,CIN,Graphs
2158,Paul DeJong,home_run,2019,103.4,25,85.1,413,MIL,Graphs
2159,Max Kepler,home_run,2019,100.8,23,93.7,413,CLE,Graphs
2160,Keston Hiura,home_run,2019,112.4,25,97.9,413,PIT,Graphs
2161,David Fletcher,home_run,2019,103.3,25,90.5,413,DET,Graphs
2162,Michael Conforto,home_run,2019,109.7,37,82.1,413,WSH,Graphs
2163,Danny Santana,home_run,2019,110,22,90.9,413,OAK,Graphs
2164,Gerardo Parra,home_run,2019,103.6,27,95.1,413,LAD,Graphs
2165,Mike Tauchman,home_run,2019,100.8,29,95.7,413,TOR,Graphs
2166,J.D. Martinez,home_run,2019,105,23,91.8,413,BAL,Graphs
2167,Kyle Schwarber,home_run,2019,105.7,24,76.3,413,MIL,Graphs
2168,Yadier Molina,home_run,2019,101.1,29,81.9,413,ATL,Graphs
2169,Scooter Gennett,home_run,2019,95,33,96.5,413,COL,Graphs
2170,Josh Bell,home_run,2019,101,27,86,413,ATL,Graphs
2171,Christin Stewart,home_run,2019,102.2,31,87.5,413,ATL,Graphs
2172,Ramon Laureano,home_run,2019,104.1,31,88,413,TEX,Graphs
2173,Roberto Perez,home_run,2019,104.7,27,91.9,413,MIA,Graphs
2174,Victor Robles,home_run,2019,110.5,25,98,413,NYM,Graphs
2175,Eric Thames,home_run,2019,100.8,30,91.1,413,PIT,Graphs
2176,Josh Phegley,home_run,2019,104.4,25,92.9,413,PIT,Graphs
2177,Xander Bogaerts,home_run,2019,103.3,27,94.8,413,CLE,Graphs
2178,Leonys Martin,home_run,2019,104.3,31,89.5,413,KC,Graphs
2179,Mike Trout,home_run,2019,107.7,25,70.6,413,OAK,Graphs
2180,Aledmys Diaz,home_run,2019,102.1,26,91.3,413,LAA,Graphs
2181,Khris Davis,home_run,2019,104.2,26,89.3,413,LAA,Graphs
2182,Orlando Arcia,home_run,2019,103.8,28,93.6,413,PIT,Graphs
2183,Yan Gomes,home_run,2019,104.3,28,84.8,413,MIN,Graphs
2184,Paul DeJong,home_run,2019,103.8,29,95.4,413,PIT,Graphs
2185,Rafael Devers,home_run,2019,102.9,30,86,413,BAL,Graphs
2186,Didi Gregorius,home_run,2019,100.4,24,94.6,413,TOR,Graphs
2187,Mike Trout,home_run,2019,104.6,28,89.3,413,TB,Graphs
2188,Cody Bellinger,home_run,2019,104,29,85,413,SD,Graphs
2189,Anthony Santander,home_run,2019,102.6,23,93.4,413,ARI,Graphs
2190,Joc Pederson,home_run,2019,103.7,28,95.6,413,SD,Graphs
2191,Peter O'Brien,home_run,2019,104.3,33,94.3,413,ATL,Graphs
2192,Renato Nunez,home_run,2019,108,35,91.3,413,HOU,Graphs
2193,Kyle Schwarber,home_run,2019,103.6,32,92.1,412,SEA,Graphs
2194,Cody Bellinger,home_run,2019,110,25,95.4,412,MIL,Graphs
2195,Javier Baez,home_run,2019,101.7,26,90.3,412,SD,Graphs
2196,Anthony Rendon,home_run,2019,104.5,27,94.8,412,ATL,Graphs
2197,Adam Engel,home_run,2019,105.7,26,92,412,SEA,Graphs
2198,Pedro Severino,home_run,2019,104.5,21,92.5,412,LAD,Graphs
2199,Lourdes Gurriel Jr.,home_run,2019,106.6,23,78.3,412,SD,Graphs
2200,Jonathan Villar,home_run,2019,110,21,88.5,412,TOR,Graphs
2201,Eric Thames,home_run,2019,107.4,35,88.5,412,HOU,Graphs
2202,John Hicks,home_run,2019,109.8,20,94.5,412,HOU,Graphs
2203,Manny Pina,home_run,2019,104.5,24,88.5,412,PIT,Graphs
2204,Nick Castellanos,home_run,2019,105.7,30,84.8,412,CWS,Graphs
2205,Jose Iglesias,home_run,2019,105.9,31,83.5,412,PHI,Graphs
2206,Eugenio Suarez,home_run,2019,108.8,21,90.6,412,CHC,Graphs
2207,Clint Frazier,home_run,2019,104.5,32,93.6,412,TOR,Graphs
2208,Yuli Gurriel,home_run,2019,103,23,94.6,412,TEX,Graphs
2209,Ryan Braun,home_run,2019,104.4,24,88.5,412,ATL,Graphs
2210,Ji-Man Choi,home_run,2019,99.6,33,78.3,412,BOS,Graphs
2211,Juan Soto,home_run,2019,103.7,26,89.7,412,CHC,Graphs
2212,Jorge Soler,home_run,2019,110.8,28,93.8,412,BOS,Graphs
2213,Chad Pinder,home_run,2019,102.3,25,93.6,412,TEX,Graphs
2214,Nelson Cruz,home_run,2019,103.6,27,82.1,412,BAL,Graphs
2215,Mike Moustakas,home_run,2019,102.5,30,84.2,412,LAA,Graphs
2216,Eugenio Suarez,home_run,2019,105.8,32,92.9,412,MIL,Graphs
2217,Willson Contreras,home_run,2019,104.8,24,76.3,412,MIL,Graphs
2218,Jesus Aguilar,home_run,2019,108.3,29,92.6,412,SF,Graphs
2219,Jose Ramirez,home_run,2019,104.2,28,96.2,412,CWS,Graphs
2220,Cody Bellinger,home_run,2019,107.7,23,86.3,412,SF,Graphs
2221,Yandy Diaz,home_run,2019,102.8,27,93.2,412,BOS,Graphs
2222,Jorge Soler,home_run,2019,103.7,33,90.6,412,DET,Graphs
2223,Ketel Marte,home_run,2019,106.8,24,81.2,412,BAL,Graphs
2224,Freddie Freeman,home_run,2019,103.6,33,83.4,412,TOR,Graphs
2225,Jeff Mathis,home_run,2019,101.3,24,89.1,412,CHC,Graphs
2226,Luke Voit,home_run,2019,109.4,30,96.3,412,HOU,Graphs
2227,Mike Trout,home_run,2019,104.1,27,94.4,412,CIN,Graphs
2228,Justin Smoak,home_run,2019,106.3,23,99.1,412,BOS,Graphs
2229,Austin Riley,home_run,2019,102,26,92.7,412,WSH,Graphs
2230,Ryan McMahon,home_run,2019,101.9,26,86.8,412,PHI,Graphs
2231,Jeff McNeil,home_run,2019,104.8,28,79.7,412,PIT,Graphs
2232,Brett Gardner,home_run,2019,99.5,34,89.4,412,TOR,Graphs
2233,Mike Moustakas,home_run,2019,106.7,28,86.6,412,PHI,Graphs
2234,Franmil Reyes,home_run,2019,109.3,27,89.5,412,ARI,Graphs
2235,Evan Longoria,home_run,2019,107.9,25,84.5,412,ARI,Graphs
2236,Renato Nunez,home_run,2019,106.6,23,86.1,412,TB,Graphs
2237,Jesus Aguilar,home_run,2019,102.7,29,85.4,412,COL,Graphs
2238,Jorge Alfaro,home_run,2019,111.3,34,90,412,SD,Graphs
2239,Mookie Betts,home_run,2019,105.1,19,84.1,412,TEX,Graphs
2240,Marcus Semien,home_run,2019,103.8,28,94.2,412,TEX,Graphs
2241,Mike Yastrzemski,home_run,2019,101.5,30,90.4,412,STL,Graphs
2242,Nelson Cruz,home_run,2019,106.2,35,84.8,412,KC,Graphs
2243,Nelson Cruz,home_run,2019,108,28,93.7,412,KC,Graphs
2244,Edwin Rios,home_run,2019,107,30,77.9,412,MIA,Graphs
2245,Amed Rosario,home_run,2019,104.5,23,93.9,412,LAD,Graphs
2246,Gary Sanchez,home_run,2019,110.7,22,92.7,412,TEX,Graphs
2247,Evan Longoria,home_run,2019,103,23,98.1,412,COL,Graphs
2248,Nolan Arenado,home_run,2019,109.9,22,81.3,412,BAL,Graphs
2249,Travis Demeritte,home_run,2019,108.1,23,83.5,412,NYY,Graphs
2250,Aaron Judge,home_run,2019,110.3,28,91.7,412,BAL,Graphs
2251,Carlos Santana,home_run,2019,106.2,28,82.8,412,MIA,Graphs
2252,Evan Longoria,home_run,2019,109.6,31,91,412,SD,Graphs
2253,Colin Moran,home_run,2019,99.7,36,94.2,412,SD,Graphs
2254,Matt Adams,home_run,2019,106.6,23,88.7,412,MIA,Graphs
2255,Mike Moustakas,home_run,2019,111.5,22,86.3,412,MIA,Graphs
2256,Tyler Naquin,home_run,2019,100,30,80,412,DET,Graphs
2257,Adam Engel,home_run,2019,104.9,21,89.9,412,KC,Graphs
2258,Jorge Polanco,home_run,2019,108.1,30,94.7,412,TOR,Graphs
2259,Eddie Rosario,home_run,2019,104.3,26,83.3,412,TOR,Graphs
2260,Welington Castillo,home_run,2019,103.6,26,93.2,412,WSH,Graphs
2261,Marcus Semien,home_run,2019,104.6,23,91,412,KC,Graphs
2262,Wilson Ramos,home_run,2019,102.4,30,91.8,412,WSH,Graphs
2263,Freddie Freeman,home_run,2019,101,29,94.6,412,PHI,Graphs
2264,Enrique Hernandez,home_run,2019,102.4,24,93.4,412,ARI,Graphs
2265,Randal Grichuk,home_run,2019,103.4,27,92.2,412,CWS,Graphs
2266,J.T. Realmuto,home_run,2019,107.1,20,84.4,412,COL,Graphs
2267,Cody Bellinger,home_run,2019,104.6,33,92.9,412,MIA,Graphs
2268,Juan Soto,home_run,2019,100.8,29,91.3,412,NYM,Graphs
2269,Luke Voit,home_run,2019,107.9,25,90.9,412,NYM,Graphs
2270,Kris Bryant,home_run,2019,100.8,25,91.9,412,CIN,Graphs
2271,Mark Canha,home_run,2019,102.5,28,86.5,412,SEA,Graphs
2272,George Springer,home_run,2019,107.4,27,91.8,412,TEX,Graphs
2273,Jedd Gyorko,home_run,2019,103.2,36,83.9,412,PHI,Graphs
2274,Justin Upton,home_run,2019,111.1,19,90.6,412,CWS,Graphs
2275,Aristides Aquino,home_run,2019,107.6,33,90.8,412,PIT,Graphs
2276,Brett Gardner,home_run,2019,99,30,91.2,412,TOR,Graphs
2277,Cameron Maybin,home_run,2019,104.3,26,91.7,412,CWS,Graphs
2278,Hunter Renfroe,home_run,2019,103.4,34,88.1,412,WSH,Graphs
2279,Ronald Guzman,home_run,2019,105.4,33,85,412,SEA,Graphs
2280,Gary Sanchez,home_run,2019,118.3,20,91,412,MIN,Graphs
2281,Marcell Ozuna,home_run,2019,105,22,94.1,412,WSH,Graphs
2282,Rougned Odor,home_run,2019,105.3,23,92.9,412,STL,Graphs
2283,Jorge Polanco,home_run,2019,98.6,27,93.5,412,WSH,Graphs
2284,Domingo Santana,home_run,2019,105.8,25,93.2,411,LAA,Graphs
2285,Brian Goodwin,home_run,2019,105.7,26,95.1,411,BAL,Graphs
2286,Trevor Story,home_run,2019,105.7,25,93.4,411,MIL,Graphs
2287,Rowdy Tellez,home_run,2019,104.4,23,83.7,411,BAL,Graphs
2288,Willie Calhoun,home_run,2019,106.5,27,91.7,411,TOR,Graphs
2289,Anthony Rendon,home_run,2019,102.3,25,79.5,411,CIN,Graphs
2290,Carlos Santana,home_run,2019,106.8,24,88.4,411,SEA,Graphs
2291,Mike Ford,home_run,2019,101.7,22,88.5,411,TEX,Graphs
2292,George Springer,home_run,2019,106,35,81.3,411,CLE,Graphs
2293,Freddie Freeman,home_run,2019,105.2,23,94.2,411,NYM,Graphs
2294,Kolten Wong,home_run,2019,101.9,35,88.4,411,MIL,Graphs
2295,Tyler Naquin,home_run,2019,104.3,25,95.7,411,MIN,Graphs
2296,Mike Yastrzemski,home_run,2019,103.3,31,72.6,411,MIL,Graphs
2297,Cody Bellinger,home_run,2019,104.9,31,78.3,411,NYM,Graphs
2298,Mark Canha,home_run,2019,101.8,31,91.5,411,KC,Graphs
2299,Rhys Hoskins,home_run,2019,102.7,27,94.1,411,SF,Graphs
2300,Jorge Polanco,home_run,2019,103.8,31,91.1,411,CWS,Graphs
2301,Javier Baez,home_run,2019,102,34,94.5,411,SF,Graphs
2302,Matt Chapman,home_run,2019,106.1,24,94.5,411,SF,Graphs
2303,Ronald Acuna Jr.,home_run,2019,105,25,85.3,411,PHI,Graphs
2304,Renato Nunez,home_run,2019,105.3,33,76.1,411,KC,Graphs
2305,Paul DeJong,home_run,2019,102.1,31,97.9,411,NYM,Graphs
2306,Cody Bellinger,home_run,2019,102.6,28,96.4,411,CIN,Graphs
2307,Brian McCann,home_run,2019,102.6,24,83.9,411,MIA,Graphs
2308,Lourdes Gurriel Jr.,home_run,2019,106.2,23,93.2,411,BAL,Graphs
2309,Freddie Freeman,home_run,2019,103.5,24,96.5,411,STL,Graphs
2310,Adam Haseley,home_run,2019,104.9,30,93.9,411,ATL,Graphs
2311,Tyler Austin,home_run,2019,108.8,33,90,411,COL,Graphs
2312,J.D. Martinez,home_run,2019,102.9,36,76.5,411,LAA,Graphs
2313,Khris Davis,home_run,2019,103.6,27,71.3,411,KC,Graphs
2314,Jake Bauers,home_run,2019,108.4,22,85.5,411,CWS,Graphs
2315,Khris Davis,home_run,2019,105.6,28,82.7,411,BOS,Graphs
2316,Alex Gordon,home_run,2019,102.9,34,82,411,MIN,Graphs
2317,Leonys Martin,home_run,2019,107,25,91.1,411,DET,Graphs
2318,Joey Gallo,home_run,2019,107.4,33,93.6,411,LAA,Graphs
2319,Nick Markakis,home_run,2019,106.6,21,93.3,411,CHC,Graphs
2320,Cheslor Cuthbert,home_run,2019,104.1,22,82.9,411,CWS,Graphs
2321,Dylan Moore,home_run,2019,105.4,26,87.6,411,STL,Graphs
2322,Bo Bichette,home_run,2019,105.8,30,85.8,411,LAD,Graphs
2323,Jose Altuve,home_run,2019,102.7,30,89.4,411,SEA,Graphs
2324,Austin Meadows,home_run,2019,104.7,25,89.7,411,NYY,Graphs
2325,Starlin Castro,home_run,2019,106.2,30,92,411,PHI,Graphs
2326,Brian Dozier,home_run,2019,101.5,30,73.4,411,MIL,Graphs
2327,Hunter Dozier,home_run,2019,109.6,19,79.7,411,SEA,Graphs
2328,Hanley Ramirez,home_run,2019,113.2,16,95.1,411,CWS,Graphs
2329,Kole Calhoun,home_run,2019,100.3,28,79.7,411,CLE,Graphs
2330,Gary Sanchez,home_run,2019,109.3,20,92.1,411,BAL,Graphs
2331,Miguel Sano,home_run,2019,103.8,35,87.3,411,ATL,Graphs
2332,Kole Calhoun,home_run,2019,106.1,26,87.7,411,HOU,Graphs
2333,David Bote,home_run,2019,105.2,25,89.9,411,MIL,Graphs
2334,Tyler O'Neill,home_run,2019,102.6,28,88.1,411,PIT,Graphs
2335,Bo Bichette,home_run,2019,101,34,84.6,411,TB,Graphs
2336,Jorge Soler,home_run,2019,104.3,38,84.9,411,CLE,Graphs
2337,Chris Iannetta,home_run,2019,103.7,35,77.5,411,ARI,Graphs
2338,Curtis Granderson,home_run,2019,101.9,31,86.6,411,ATL,Graphs
2339,Javier Baez,home_run,2019,101.8,31,89.2,411,PIT,Graphs
2340,Danny Santana,home_run,2019,104.2,31,93.6,411,STL,Graphs
2341,Miguel Rojas,home_run,2019,100,25,83.7,411,WSH,Graphs
2342,Javier Baez,home_run,2019,110.5,20,90.4,411,TEX,Graphs
2343,Asdrubal Cabrera,home_run,2019,103,34,85.9,411,PIT,Graphs
2344,Ryan Braun,home_run,2019,109.4,29,91.4,411,CHC,Graphs
2345,Willy Adames,home_run,2019,105.8,26,89.5,411,BOS,Graphs
2346,Yoan Moncada,home_run,2019,109,21,89.7,411,DET,Graphs
2347,Austin Slater,home_run,2019,100.9,28,90.1,411,SD,Graphs
2348,Omar Narvaez,home_run,2019,99.9,30,95,411,LAA,Graphs
2349,J.D. Martinez,home_run,2019,106.8,29,78,411,SD,Graphs
2350,Mitch Moreland,home_run,2019,101.1,27,98.1,411,TB,Graphs
2351,Mitch Garver,home_run,2019,104.6,24,92.2,411,TEX,Graphs
2352,Teoscar Hernandez,home_run,2019,100.9,28,76.6,411,NYY,Graphs
2353,Yan Gomes,home_run,2019,103.1,29,95.8,411,ATL,Graphs
2354,Hunter Renfroe,home_run,2019,99.2,26,95,411,BAL,Graphs
2355,Seth Mejias-Brean,home_run,2019,104.4,25,85.8,411,ARI,Graphs
2356,Austin Romine,home_run,2019,106.6,23,81.7,411,ARI,Graphs
2357,Joey Votto,home_run,2019,103.4,32,94,411,SD,Graphs
2358,Nico Hoerner,home_run,2019,96.1,25,92.2,411,PIT,Graphs
2359,Jurickson Profar,home_run,2019,101,31,83.6,411,KC,Graphs
2360,Danny Santana,home_run,2019,111.2,24,89.7,411,OAK,Graphs
2361,Marwin Gonzalez,home_run,2019,103.8,30,87.8,411,TB,Graphs
2362,Jonathan Davis,home_run,2019,105,26,93.1,411,TB,Graphs
2363,Chance Sisco,home_run,2019,103.4,32,98,411,CLE,Graphs
2364,Eddie Rosario,home_run,2019,102.5,29,87.2,411,MIA,Graphs
2365,Nelson Cruz,home_run,2019,105.8,24,96.3,411,CLE,Graphs
2366,Logan Morrison,home_run,2019,105.7,23,95.5,411,PIT,Graphs
2367,Yasmani Grandal,home_run,2019,104.3,29,91.7,411,PHI,Graphs
2368,Mitch Haniger,home_run,2019,103.7,33,95.8,411,NYY,Graphs
2369,Christian Vazquez,home_run,2019,103.3,32,87.1,411,TB,Graphs
2370,Clint Frazier,home_run,2019,101.7,26,92.7,411,BAL,Graphs
2371,Ramon Laureano,home_run,2019,106,28,93.3,411,SEA,Graphs
2372,Lucas Duda,home_run,2019,105.2,28,82.6,411,CWS,Graphs
2373,Kyle Schwarber,home_run,2019,109.6,23,92.9,411,PIT,Graphs
2374,Paul DeJong,home_run,2019,98.9,25,85.7,411,CIN,Graphs
2375,James McCann,home_run,2019,107.1,22,92.6,411,MIN,Graphs
2376,Jean Segura,home_run,2019,104.4,29,79.4,411,MIL,Graphs
2377,Bryan Reynolds,home_run,2019,104.1,21,97.8,411,COL,Graphs
2378,Alex Gordon,home_run,2019,104.7,22,82.9,411,CWS,Graphs
2379,Jorge Soler,home_run,2019,108.1,24,93.1,411,STL,Graphs
2380,Mike Brosseau,home_run,2019,104.3,26,81.9,411,BAL,Graphs
2381,Josh VanMeter,home_run,2019,104.4,28,91.1,411,STL,Graphs
2382,Jesus Aguilar,home_run,2019,104.3,31,83.6,410,PIT,Graphs
2383,Robinson Cano,home_run,2019,107,20,90.9,410,ATL,Graphs
2384,Stephen Piscotty,home_run,2019,104.8,27,90.5,410,LAA,Graphs
2385,Brian Goodwin,home_run,2019,104.8,27,95.5,410,HOU,Graphs
2386,Matt Chapman,home_run,2019,106.6,27,84.3,410,LAA,Graphs
2387,Gio Urshela,home_run,2019,103.1,30,86.1,410,DET,Graphs
2388,Randal Grichuk,home_run,2019,104.3,26,78.3,410,ATL,Graphs
2389,Jake Marisnick,home_run,2019,102.8,28,90.1,410,TB,Graphs
2390,DJ LeMahieu,home_run,2019,103.4,27,86.5,410,TB,Graphs
2391,Cameron Maybin,home_run,2019,103.8,20,95.4,410,CWS,Graphs
2392,Marwin Gonzalez,home_run,2019,109.2,22,92.2,410,KC,Graphs
2393,Freddie Freeman,home_run,2019,105.6,30,96.6,410,CWS,Graphs
2394,Jason Kipnis,home_run,2019,104.3,21,84.2,410,LAA,Graphs
2395,Mitch Haniger,home_run,2019,102.6,24,86,410,CWS,Graphs
2396,David Bote,home_run,2019,104.6,22,95.4,410,COL,Graphs
2397,Travis Shaw,home_run,2019,106.3,27,94,410,STL,Graphs
2398,David Bote,home_run,2019,110.1,17,88.2,410,COL,Graphs
2399,Renato Nunez,home_run,2019,108.3,32,80.1,410,MIN,Graphs
2400,Jose Peraza,home_run,2019,100.7,35,94.6,410,COL,Graphs
2401,Anthony Rizzo,home_run,2019,111.3,21,95,410,MIA,Graphs
2402,Mookie Betts,home_run,2019,106.3,24,92.2,410,CWS,Graphs
2403,Lane Thomas,home_run,2019,102.9,32,95.4,410,PIT,Graphs
2404,Robinson Chirinos,home_run,2019,100.1,28,92,410,MIL,Graphs
2405,Mitch Garver,home_run,2019,100.6,29,94.3,410,CLE,Graphs
2406,Brandon Crawford,home_run,2019,100,29,84.8,410,STL,Graphs
2407,Neil Walker,home_run,2019,102.3,33,87.7,410,PHI,Graphs
2408,Trevor Story,home_run,2019,101.6,30,79.5,410,SD,Graphs
2409,Ramon Laureano,home_run,2019,100.6,25,94.4,410,MIN,Graphs
2410,Ozzie Albies,home_run,2019,103.1,35,89.2,410,COL,Graphs
2411,Bryan Reynolds,home_run,2019,102.5,29,89.6,410,MIL,Graphs
2412,Josh Bell,home_run,2019,107,37,93.7,410,LAA,Graphs
2413,Eric Thames,home_run,2019,102.7,30,97.3,410,OAK,Graphs
2414,Teoscar Hernandez,home_run,2019,100.7,25,91.3,410,TEX,Graphs
2415,Kevin Cron,home_run,2019,113.8,23,84.7,410,TOR,Graphs
2416,Brian Dozier,home_run,2019,102.8,28,86.4,410,PHI,Graphs
2417,Cavan Biggio,home_run,2019,100.6,32,89.1,410,HOU,Graphs
2418,Eddie Rosario,home_run,2019,103.7,30,80.7,410,BAL,Graphs
2419,Howie Kendrick,home_run,2019,104.8,24,93.2,410,ATL,Graphs
2420,Jason Castro,home_run,2019,106.5,37,81.6,410,SEA,Graphs
2421,Carlos Santana,home_run,2019,105.1,20,84.9,410,BOS,Graphs
2422,Eduardo Nunez,home_run,2019,101.8,24,84.7,410,KC,Graphs
2423,Brandon Belt,home_run,2019,104.2,26,85.9,410,ARI,Graphs
2424,Maikel Franco,home_run,2019,104,22,95.5,410,NYM,Graphs
2425,Ryan LaMarre,home_run,2019,105.2,26,90.6,410,CWS,Graphs
2426,Josh Donaldson,home_run,2019,111.1,22,87.1,410,CWS,Graphs
2427,Cavan Biggio,home_run,2019,100.8,32,96.6,410,LAA,Graphs
2428,Corey Seager,home_run,2019,106,24,81.9,410,SF,Graphs
2429,Nelson Cruz,home_run,2019,103.6,33,92.6,410,BAL,Graphs
2430,Cavan Biggio,home_run,2019,100.9,31,94.4,410,KC,Graphs
2431,Richie Martin,home_run,2019,106.8,25,89.8,410,BOS,Graphs
2432,Logan Forsythe,home_run,2019,103.4,31,93.6,410,HOU,Graphs
2433,Mike Yastrzemski,home_run,2019,100.6,29,90.8,410,OAK,Graphs
2434,Chris Taylor,home_run,2019,108,33,90.5,410,SF,Graphs
2435,Avisail Garcia,home_run,2019,107.7,32,85.3,410,CWS,Graphs
2436,Andrelton Simmons,home_run,2019,101.9,28,89.8,410,NYY,Graphs
2437,Carlos Santana,home_run,2019,104.2,27,92.8,410,TEX,Graphs
2438,Yordan Alvarez,home_run,2019,103.2,28,85.4,410,OAK,Graphs
2439,Mitch Garver,home_run,2019,104,24,90.4,410,OAK,Graphs
2440,Miguel Sano,home_run,2019,109.9,22,84.3,410,DET,Graphs
2441,J.D. Davis,home_run,2019,102.8,29,82.9,410,WSH,Graphs
2442,Derek Dietrich,home_run,2019,103.1,28,94.3,410,SF,Graphs
2443,Kris Bryant,home_run,2019,108.3,22,85.1,410,WSH,Graphs
2444,Nomar Mazara,home_run,2019,108.4,19,89.9,410,SEA,Graphs
2445,Eloy Jimenez,home_run,2019,107.4,24,85.1,410,OAK,Graphs
2446,Didi Gregorius,home_run,2019,102.2,25,94.9,410,BAL,Graphs
2447,Eugenio Suarez,home_run,2019,105.1,31,93.8,410,STL,Graphs
2448,Billy McKinney,home_run,2019,104.3,25,79.8,410,NYY,Graphs
2449,Jason Heyward,home_run,2019,107.8,25,83.9,410,PIT,Graphs
2450,Kevin Pillar,home_run,2019,101.5,25,83.8,410,PHI,Graphs
2451,Mike Moustakas,home_run,2019,104.4,28,82.2,410,MIA,Graphs
2452,Kole Calhoun,home_run,2019,103.3,29,92.2,410,NYY,Graphs
2453,Garrett Hampson,home_run,2019,101.8,25,86.7,410,LAD,Graphs
2454,Jordy Mercer,home_run,2019,101,28,76.3,410,CLE,Graphs
2455,Trevor Story,home_run,2019,101.8,34,95.1,410,LAD,Graphs
2456,Derek Dietrich,home_run,2019,103.7,27,87.8,410,LAD,Graphs
2457,Anthony Santander,home_run,2019,105.8,18,81.6,410,NYY,Graphs
2458,Juan Soto,home_run,2019,109.1,36,97,410,NYM,Graphs
2459,Victor Robles,home_run,2019,104.1,33,79.9,410,PHI,Graphs
2460,C.J. Cron,home_run,2019,105.9,27,81.5,410,DET,Graphs
2461,Jose Pirela,home_run,2019,105.5,25,79,410,ATL,Graphs
2462,Joey Votto,home_run,2019,102.9,27,93.6,410,LAA,Graphs
2463,Domingo Santana,home_run,2019,106.1,29,85.5,410,LAA,Graphs
2464,Eloy Jimenez,home_run,2019,105.6,21,75.5,410,LAA,Graphs
2465,Jackie Bradley Jr.,home_run,2019,101.7,30,75.7,410,BAL,Graphs
2466,Anthony Santander,home_run,2019,105.6,33,92.9,410,CLE,Graphs
2467,Yoan Moncada,home_run,2019,101.7,28,84.5,410,MIA,Graphs
2468,Joc Pederson,home_run,2019,108.9,20,93.9,410,SD,Graphs
2469,Russell Martin,home_run,2019,104.9,24,97.4,410,SD,Graphs
2470,Christian Walker,home_run,2019,107.7,37,89.2,410,SD,Graphs
2471,Corey Seager,home_run,2019,102.1,25,91.9,410,MIA,Graphs
2472,Yuli Gurriel,home_run,2019,102.6,21,93.8,410,SEA,Graphs
2473,Gleyber Torres,home_run,2019,106.9,30,91.6,410,LAA,Graphs
2474,Joc Pederson,home_run,2019,102.6,27,94.5,410,MIL,Graphs
2475,Michael Conforto,home_run,2019,103.6,26,93.1,410,STL,Graphs
2476,Josh Donaldson,home_run,2019,103.6,24,85.3,409,CLE,Graphs
2477,Sean Murphy,home_run,2019,105.8,23,95.3,409,LAA,Graphs
2478,Renato Nunez,home_run,2019,105.5,20,81.4,409,CLE,Graphs
2479,Eddie Rosario,home_run,2019,104.2,28,83.7,409,CLE,Graphs
2480,Cody Bellinger,home_run,2019,104.8,23,84.3,409,SD,Graphs
2481,Ildemaro Vargas,home_run,2019,107.3,21,94.9,409,PHI,Graphs
2482,Josh Fuentes,home_run,2019,101.1,22,94.7,409,SD,Graphs
2483,Travis d'Arnaud,home_run,2019,103.6,28,97.6,409,TEX,Graphs
2484,Marcell Ozuna,home_run,2019,103.2,23,94.9,409,MIL,Graphs
2485,Matt Adams,home_run,2019,104.9,37,84.5,409,ARI,Graphs
2486,Domingo Santana,home_run,2019,105.7,39,77.3,409,LAA,Graphs
2487,Javier Baez,home_run,2019,105,26,97,409,ATL,Graphs
2488,Carlos Santana,home_run,2019,107.8,20,97.6,409,TB,Graphs
2489,Brad Miller,home_run,2019,104.9,31,86,409,CLE,Graphs
2490,Jason Heyward,home_run,2019,101,24,79.7,409,ATL,Graphs
2491,Michael Brantley,home_run,2019,100.7,28,86.6,409,LAA,Graphs
2492,Nolan Arenado,home_run,2019,102.7,31,91.4,409,SF,Graphs
2493,Christin Stewart,home_run,2019,106.6,28,91.3,409,MIN,Graphs
2494,Brian McCann,home_run,2019,103.5,25,89.7,409,CLE,Graphs
2495,Alex Bregman,home_run,2019,101.5,32,91.6,409,TEX,Graphs
2496,Buster Posey,home_run,2019,107.1,23,92.5,409,PIT,Graphs
2497,Eric Hosmer,home_run,2019,104.5,30,94.4,409,BOS,Graphs
2498,Matt Adams,home_run,2019,102.7,26,86.1,409,ATL,Graphs
2499,Leury Garcia,home_run,2019,102.1,29,86,409,WSH,Graphs
2500,C.J. Cron,home_run,2019,107.2,33,88.8,409,NYY,Graphs
2501,Jorge Polanco,home_run,2019,99.4,25,86.6,409,OAK,Graphs
2502,Mike Trout,home_run,2019,107.6,37,83.9,409,SEA,Graphs
2503,Justin Turner,home_run,2019,106.7,29,88.8,409,COL,Graphs
2504,DJ LeMahieu,home_run,2019,102.9,33,72.7,409,LAD,Graphs
2505,Hanser Alberto,home_run,2019,100.6,29,90.3,409,SEA,Graphs
2506,Victor Caratini,home_run,2019,112,36,95.3,409,WSH,Graphs
