Rk.,Player,Result,Game Date,EV (MPH),LA (Â°),Pitch (MPH),Dist (ft),Vs.,var10
3386,Jose Martinez,home_run,2019,102.7,27,86,400,SEA,Graphs
3387,Yasmani Grandal,home_run,2019,100.5,29,81.7,400,STL,Graphs
3388,Matt Chapman,home_run,2019,105.3,20,93.3,400,LAA,Graphs
3389,Kevin Pillar,home_run,2019,98.2,31,79.9,400,ARI,Graphs
3390,Austin Hays,home_run,2019,100.5,27,75.3,400,TOR,Graphs
3391,Victor Robles,home_run,2019,103.5,25,80,400,PHI,Graphs
3392,Shohei Ohtani,home_run,2019,104.3,35,88.1,400,OAK,Graphs
3393,Trey Mancini,home_run,2019,107,19,91.4,400,SF,Graphs
3394,Austin Nola,home_run,2019,100,28,85.2,400,TEX,Graphs
3395,Dylan Moore,home_run,2019,103,29,88,400,NYY,Graphs
3396,Yasmani Grandal,home_run,2019,104.9,25,96.8,400,HOU,Graphs
3397,Daniel Murphy,home_run,2019,96.5,33,87.6,400,CIN,Graphs
3398,Willy Adames,home_run,2019,102.5,24,80.6,400,MIN,Graphs
3399,Mookie Betts,home_run,2019,105.7,33,84.1,400,BAL,Graphs
3400,Gleyber Torres,home_run,2019,105,24,87.3,400,BAL,Graphs
3401,Robinson Cano,home_run,2019,105.5,20,84.3,400,WSH,Graphs
3402,Ozzie Albies,home_run,2019,102.5,23,91.4,400,COL,Graphs
3403,Carter Kieboom,home_run,2019,100.9,25,85.9,400,SD,Graphs
3404,Reese McGuire,home_run,2019,102.9,27,96.1,400,SEA,Graphs
3405,Freddy Galvis,home_run,2019,101.8,31,83.7,400,CLE,Graphs
3406,Austin Riley,home_run,2019,109.4,21,92.4,400,SF,Graphs
3407,Trevor Story,home_run,2019,101.1,26,90,400,MIA,Graphs
3408,Domingo Santana,home_run,2019,103.3,32,83,400,BAL,Graphs
3409,Michael Conforto,home_run,2019,98.9,28,91,400,MIA,Graphs
3410,Bryce Harper,home_run,2019,107.1,34,88.1,400,MIA,Graphs
3411,Willy Adames,home_run,2019,105.6,23,90.9,400,TOR,Graphs
3412,Willson Contreras,home_run,2019,111.9,17,94.6,400,CWS,Graphs
3413,Franmil Reyes,home_run,2019,108.1,37,83.2,400,STL,Graphs
3414,Tim Anderson,home_run,2019,103.4,30,93.6,400,MIN,Graphs
3415,Will Smith,home_run,2019,107.3,19,88.4,400,SF,Graphs
3416,Gleyber Torres,home_run,2019,102.2,26,87.6,400,SF,Graphs
3417,Curtis Granderson,home_run,2019,102.9,30,88.9,400,WSH,Graphs
3418,Kurt Suzuki,home_run,2019,101.7,28,99.9,400,NYM,Graphs
3419,Kurt Suzuki,home_run,2019,99.8,30,97.3,400,PHI,Graphs
3420,Albert Pujols,home_run,2019,98.6,25,90.3,400,BAL,Graphs
3421,Tyler Wade,home_run,2019,102.7,27,90.3,400,TOR,Graphs
3422,Jose Osuna,home_run,2019,106.9,35,93.4,400,MIA,Graphs
3423,Buster Posey,home_run,2019,101.4,29,95.3,400,CIN,Graphs
3424,Nate Lowe,home_run,2019,103.5,28,81.6,400,BAL,Graphs
3425,Yadier Molina,home_run,2019,101.3,27,83.4,400,LAD,Graphs
3426,Oscar Mercado,home_run,2019,101.3,25,85.2,400,LAA,Graphs
3427,Stevie Wilkerson,home_run,2019,97.2,30,81,400,CLE,Graphs
3428,Josh Bell,home_run,2019,104.4,30,93.9,400,LAA,Graphs
3429,Bryan Reynolds,home_run,2019,99.7,27,92.5,400,LAA,Graphs
3430,Cheslor Cuthbert,home_run,2019,102.5,30,86.1,400,DET,Graphs
3431,Eric Hosmer,home_run,2019,104.1,32,82.7,400,BAL,Graphs
3432,Hanser Alberto,home_run,2019,100.1,31,78.2,400,TB,Graphs
3433,Ramon Laureano,home_run,2019,100.2,36,92.2,400,SEA,Graphs
3434,Miguel Sano,home_run,2019,100,28,94.9,400,TEX,Graphs
3435,Tyler Saladino,home_run,2019,100.7,35,89.2,400,ARI,Graphs
3436,Eugenio Suarez,home_run,2019,104.1,36,95,400,MIL,Graphs
3437,Juan Soto,home_run,2019,96.1,31,87.7,400,COL,Graphs
3438,Fernando Tatis Jr.,home_run,2019,108.2,18,93.7,400,BAL,Graphs
3439,Paul Goldschmidt,home_run,2019,103.2,36,94.1,400,PIT,Graphs
3440,J.D. Martinez,home_run,2019,98.7,34,82.4,400,CWS,Graphs
3441,Omar Narvaez,home_run,2019,104.6,32,85,400,BOS,Graphs
3442,Freddie Freeman,home_run,2019,106.6,32,84.8,400,MIA,Graphs
3443,Matt Adams,home_run,2019,103.4,27,95.7,400,ATL,Graphs
3444,Adam Haseley,home_run,2019,101.4,33,91.2,400,LAD,Graphs
3445,Kole Calhoun,home_run,2019,99.4,29,79.8,400,LAD,Graphs
3446,Enrique Hernandez,home_run,2019,105.5,25,92.6,400,ARI,Graphs
3447,Paul DeJong,home_run,2019,106.9,24,97.3,400,MIL,Graphs
3448,Kole Calhoun,home_run,2019,102.5,33,94.7,400,TOR,Graphs
3449,Anthony Rendon,home_run,2019,97.1,29,80.2,400,MIA,Graphs
3450,Amed Rosario,home_run,2019,101.7,32,85.1,400,MIA,Graphs
3451,Austin Barnes,home_run,2019,99.5,27,61,400,ARI,Graphs
3452,Harold Castro,home_run,2019,98.7,25,84,400,CLE,Graphs
3453,Ryon Healy,home_run,2019,106.7,22,94,400,NYY,Graphs
3454,Sandy Leon,home_run,2019,97.5,30,54.9,400,BAL,Graphs
3455,Harold Castro,home_run,2019,102.2,27,84.8,400,PIT,Graphs
3456,Jordan Luplow,home_run,2019,106.9,20,91.5,400,CWS,Graphs
3457,Nolan Arenado,home_run,2019,102.8,26,93.3,400,CIN,Graphs
3458,Ozzie Albies,home_run,2019,102.9,32,91,400,CIN,Graphs
3459,Rougned Odor,home_run,2019,103.9,30,86.4,400,CIN,Graphs
3460,Rafael Devers,home_run,2019,109.1,22,94.2,400,TOR,Graphs
3461,Matt Olson,home_run,2019,100,26,80.7,400,SEA,Graphs
3462,Jake Marisnick,home_run,2019,102.8,35,81.1,400,NYY,Graphs
3463,Oscar Mercado,home_run,2019,99.9,33,87.7,400,DET,Graphs
3464,Jason Heyward,home_run,2019,105.1,26,79,400,PIT,Graphs
3465,Edwin Encarnacion,home_run,2019,107.9,37,83.4,400,LAA,Graphs
3466,Rougned Odor,home_run,2019,102.1,28,91.2,400,DET,Graphs
3467,J.D. Davis,home_run,2019,102.6,26,77.9,400,CHC,Graphs
3468,Domingo Santana,home_run,2019,107.1,28,83.9,400,OAK,Graphs
3469,Trevor Story,home_run,2019,107.2,20,84.7,399,PHI,Graphs
3470,Jose Ramirez,home_run,2019,104.5,31,90.9,399,CWS,Graphs
3471,Bryce Harper,home_run,2019,104.3,29,86.8,399,WSH,Graphs
3472,Mitch Garver,home_run,2019,104.1,32,84.8,399,ATL,Graphs
3473,Jung Ho Kang,home_run,2019,108.7,29,90.8,399,DET,Graphs
3474,Mitch Moreland,home_run,2019,102.8,29,89.2,399,OAK,Graphs
3475,Albert Pujols,home_run,2019,104.6,35,87.4,399,SEA,Graphs
3476,Brandon Crawford,home_run,2019,102.4,29,96.2,399,BAL,Graphs
3477,Tommy Edman,home_run,2019,99.9,27,86.8,399,MIA,Graphs
3478,JT Riddle,home_run,2019,101.2,26,86.3,399,COL,Graphs
3479,Ian Happ,home_run,2019,102.9,30,90.8,399,NYM,Graphs
3480,Jordy Mercer,home_run,2019,102.2,23,91.4,399,CLE,Graphs
3481,Grayson Greiner,home_run,2019,106.3,37,96.2,399,ATL,Graphs
3482,Maikel Franco,home_run,2019,101.5,27,84.2,399,MIA,Graphs
3483,Chance Sisco,home_run,2019,105.3,26,83,399,CLE,Graphs
3484,Max Muncy,home_run,2019,100.3,30,91.8,399,ARI,Graphs
3485,Max Muncy,home_run,2019,103.4,26,95.5,399,ATL,Graphs
3486,Alex Bregman,home_run,2019,100,31,86.7,399,SEA,Graphs
3487,Mike Ford,home_run,2019,103.4,23,90.6,399,TOR,Graphs
3488,Jake Rogers,home_run,2019,103.1,35,84.8,399,SEA,Graphs
3489,Rowdy Tellez,home_run,2019,102.9,32,83.4,399,BOS,Graphs
3490,Hunter Dozier,home_run,2019,103.2,22,89.4,399,CLE,Graphs
3491,Eric Hosmer,home_run,2019,103.3,26,86.3,399,MIL,Graphs
3492,Jordan Luplow,home_run,2019,105.1,30,88.1,399,CWS,Graphs
3493,Yasmani Grandal,home_run,2019,109.2,23,89.6,399,PHI,Graphs
3494,Adalberto Mondesi,home_run,2019,99.3,28,89.4,399,TB,Graphs
3495,Mike Ford,home_run,2019,97.9,30,87.1,399,SEA,Graphs
3496,Juan Soto,home_run,2019,103,30,100.1,399,MIA,Graphs
3497,Mitch Garver,home_run,2019,105.4,27,91.5,399,LAA,Graphs
3498,Jonathan Schoop,home_run,2019,104.4,17,82.9,399,SEA,Graphs
3499,Justin Turner,home_run,2019,102.5,27,88.2,399,ATL,Graphs
3500,Domingo Santana,home_run,2019,104.1,25,90,399,KC,Graphs
3501,Marcell Ozuna,home_run,2019,105,23,86.4,399,MIA,Graphs
3502,Willie Calhoun,home_run,2019,102.2,30,93.4,399,CWS,Graphs
3503,Kyle Schwarber,home_run,2019,108.9,19,91,399,CWS,Graphs
3504,J.P. Crawford,home_run,2019,101,29,95.7,399,HOU,Graphs
3505,Yadier Molina,home_run,2019,100.3,29,87.5,399,MIL,Graphs
3506,Kyle Lewis,home_run,2019,107,28,88.4,399,BAL,Graphs
3507,Rafael Devers,home_run,2019,111.5,27,94.2,399,BAL,Graphs
3508,Brian Goodwin,home_run,2019,101.5,27,84.4,399,MIN,Graphs
3509,Mike Tauchman,home_run,2019,100.5,28,85.2,399,BOS,Graphs
3510,Matt Adams,home_run,2019,112.1,26,93.5,399,SF,Graphs
3511,Austin Meadows,home_run,2019,103.8,28,85.3,399,CWS,Graphs
3512,Steve Pearce,home_run,2019,100.1,34,74.7,399,TOR,Graphs
3513,Eduardo Escobar,home_run,2019,103.4,36,99.8,399,LAD,Graphs
3514,Carlos Santana,home_run,2019,102.9,22,89.2,399,BOS,Graphs
3515,James McCann,home_run,2019,105.6,24,80.4,399,BOS,Graphs
3516,Jose Abreu,home_run,2019,103.1,31,81.4,399,BOS,Graphs
3517,Cody Bellinger,home_run,2019,105.1,32,91.9,399,COL,Graphs
3518,Gerardo Parra,home_run,2019,103.8,24,82.3,399,CLE,Graphs
3519,Adam Duvall,home_run,2019,107.3,24,91.3,399,WSH,Graphs
3520,Mike Trout,home_run,2019,101.1,28,97.5,399,HOU,Graphs
3521,Omar Narvaez,home_run,2019,102.5,30,97.1,399,HOU,Graphs
3522,Pablo Sandoval,home_run,2019,112.4,21,83.5,399,TOR,Graphs
3523,Ramon Laureano,home_run,2019,105.2,25,90.2,399,TEX,Graphs
3524,Bryce Harper,home_run,2019,101.8,22,85.9,399,COL,Graphs
3525,J.T. Realmuto,home_run,2019,102.6,34,85.6,399,CHC,Graphs
3526,Austin Hedges,home_run,2019,102.5,24,85.6,399,SEA,Graphs
3527,Albert Almora Jr.,home_run,2019,102.2,26,90.2,399,LAD,Graphs
3528,Matt Chapman,home_run,2019,105.4,30,92.3,399,TEX,Graphs
3529,Christian Arroyo,home_run,2019,109.4,26,79.9,399,MIN,Graphs
3530,Stevie Wilkerson,home_run,2019,102,23,89.1,399,HOU,Graphs
3531,Trea Turner,home_run,2019,103.3,34,95,399,CWS,Graphs
3532,Austin Barnes,home_run,2019,102.8,21,89,399,PIT,Graphs
3533,Ronald Guzman,home_run,2019,109.1,23,91.1,399,HOU,Graphs
3534,Ildemaro Vargas,home_run,2019,98.5,29,81.8,399,STL,Graphs
3535,JT Riddle,home_run,2019,105.1,26,82.4,399,STL,Graphs
3536,Manny Machado,home_run,2019,101.4,28,93.9,399,COL,Graphs
3537,Hernan Perez,home_run,2019,102.1,20,91.9,399,STL,Graphs
3538,Ozzie Albies,home_run,2019,100.6,34,85.8,399,PIT,Graphs
3539,Mike Brosseau,home_run,2019,99.4,30,78.7,399,BAL,Graphs
3540,Manny Machado,home_run,2019,103.2,30,80.2,399,BAL,Graphs
3541,Rowdy Tellez,home_run,2019,102.1,28,82.2,399,BOS,Graphs
3542,Dexter Fowler,home_run,2019,101.2,28,95.8,399,PIT,Graphs
3543,Robinson Cano,home_run,2019,105.1,26,86.1,399,SD,Graphs
3544,Max Muncy,home_run,2019,107.2,28,88.1,399,SD,Graphs
3545,Juan Soto,home_run,2019,101.2,27,94.1,399,ARI,Graphs
3546,J.P. Crawford,home_run,2019,105.8,18,86.6,399,TOR,Graphs
3547,Starlin Castro,home_run,2019,105.3,19,92.8,399,SD,Graphs
3548,Ryon Healy,home_run,2019,100.5,25,83.5,399,LAA,Graphs
3549,Nolan Arenado,home_run,2019,103.4,26,85.4,399,SD,Graphs
3550,Will Smith,home_run,2019,104.6,24,93.8,399,WSH,Graphs
3551,Brian Dozier,home_run,2019,102,30,91.5,399,SD,Graphs
3552,Josh Bell,home_run,2019,105.8,25,81.9,399,MIA,Graphs
3553,Welington Castillo,home_run,2019,103.5,29,88.7,399,DET,Graphs
3554,Joc Pederson,home_run,2019,105.7,23,78.7,399,STL,Graphs
3555,Nolan Arenado,home_run,2019,107.2,19,93.3,399,PIT,Graphs
3556,Joc Pederson,home_run,2019,106.2,21,95.9,399,PHI,Graphs
3557,Luis Rengifo,home_run,2019,100,24,97.1,399,CWS,Graphs
3558,Eric Hosmer,home_run,2019,102.3,27,80.7,399,STL,Graphs
3559,Matt Adams,home_run,2019,107.9,23,90.8,399,ARI,Graphs
3560,Max Kepler,home_run,2019,100.4,29,92,399,CWS,Graphs
3561,Daniel Vogelbach,home_run,2019,104,31,93.9,399,MIN,Graphs
3562,Cesar Hernandez,home_run,2019,102.5,24,85.8,399,STL,Graphs
3563,Kendrys Morales,home_run,2019,108.3,23,89.3,399,BAL,Graphs
3564,Yandy Diaz,home_run,2019,107.9,20,83.1,399,BAL,Graphs
3565,Max Muncy,home_run,2019,107.3,26,84.9,399,SD,Graphs
3566,Kevin Pillar,home_run,2019,101.6,27,77.8,399,PHI,Graphs
3567,Enrique Hernandez,home_run,2019,106.1,20,95.5,399,MIL,Graphs
3568,Sam Hilliard,home_run,2019,101.9,22,96.6,399,MIL,Graphs
3569,Domingo Santana,home_run,2019,106.8,25,84,399,KC,Graphs
3570,Joey Votto,home_run,2019,106.9,40,89.5,399,PIT,Graphs
3571,Orlando Arcia,home_run,2019,100.2,23,83.7,399,LAD,Graphs
3572,Mike Moustakas,home_run,2019,99,24,86.7,399,PIT,Graphs
3573,Daniel Vogelbach,home_run,2019,101.2,29,82.1,399,MIN,Graphs
3574,Ronald Acuna Jr.,home_run,2019,111,39,92.4,399,SF,Graphs
3575,Josh Donaldson,home_run,2019,104.1,20,84.5,399,CIN,Graphs
3576,Jorge Alfaro,home_run,2019,110.7,24,86.4,399,CIN,Graphs
3577,Chad Pinder,home_run,2019,99,29,78.9,399,STL,Graphs
3578,Tommy La Stella,home_run,2019,105.8,25,92.5,399,DET,Graphs
3579,Francisco Mejia,home_run,2019,104.2,30,82.2,399,COL,Graphs
3580,Jacob Stallings,home_run,2019,102.1,33,93.5,399,HOU,Graphs
3581,Eric Hosmer,home_run,2019,110.5,19,85.8,399,LAD,Graphs
3582,Ian Desmond,home_run,2019,100.4,27,83.8,399,LAD,Graphs
3583,Brandon Drury,home_run,2019,102,29,81.2,399,BAL,Graphs
3584,Manuel Margot,home_run,2019,99.8,25,82.6,398,LAD,Graphs
3585,JaCoby Jones,home_run,2019,104.6,30,89.8,398,TOR,Graphs
3586,Cody Bellinger,home_run,2019,101.8,33,93.8,398,SD,Graphs
3587,Josh Donaldson,home_run,2019,103.6,23,83.8,398,PHI,Graphs
3588,David Freese,home_run,2019,105.9,34,82.2,398,PHI,Graphs
3589,Jonathan Schoop,home_run,2019,102.6,33,84.3,398,CWS,Graphs
3590,Austin Meadows,home_run,2019,100.7,22,87.8,398,LAA,Graphs
3591,Luke Voit,home_run,2019,103.6,31,99,398,TB,Graphs
3592,Bryce Harper,home_run,2019,113.6,35,87.6,398,ATL,Graphs
3593,Nick Markakis,home_run,2019,101.5,26,93,398,NYM,Graphs
3594,Corey Seager,home_run,2019,106.1,24,93.4,398,WSH,Graphs
3595,Paul DeJong,home_run,2019,104.6,27,95.6,398,MIL,Graphs
3596,Jorge Polanco,home_run,2019,100,32,94.3,398,NYM,Graphs
3597,Michael Chavis,home_run,2019,101.2,33,83.2,398,TB,Graphs
3598,Adam Duvall,home_run,2019,107.8,38,89.8,398,WSH,Graphs
3599,Miguel Sano,home_run,2019,106.2,26,84,398,CWS,Graphs
3600,Max Kepler,home_run,2019,99,29,96.2,398,CWS,Graphs
3601,Andrew Knapp,home_run,2019,101.5,28,84.8,398,MIL,Graphs
3602,Kevin Newman,home_run,2019,100.3,27,87.4,398,MIL,Graphs
3603,Mike Trout,home_run,2019,111,24,84.5,398,TEX,Graphs
3604,Marcell Ozuna,home_run,2019,105,23,91.6,398,PIT,Graphs
3605,Bryce Harper,home_run,2019,108.8,31,86.2,398,LAD,Graphs
3606,Cody Bellinger,home_run,2019,105.4,32,80.3,398,ARI,Graphs
3607,Danny Santana,home_run,2019,107.6,26,98.9,398,CWS,Graphs
3608,Ramon Laureano,home_run,2019,100.2,26,84.3,398,CWS,Graphs
3609,Brandon Crawford,home_run,2019,103.8,30,89.4,398,CIN,Graphs
3610,Jorge Soler,home_run,2019,100.5,30,85.8,398,MIN,Graphs
3611,Jeimer Candelario,home_run,2019,101.1,35,82.6,398,BOS,Graphs
3612,Elvis Andrus,home_run,2019,104.4,22,85.8,398,CHC,Graphs
3613,Gleyber Torres,home_run,2019,100.2,30,90.7,398,BOS,Graphs
3614,Josh Phegley,home_run,2019,99,26,92.7,398,BAL,Graphs
3615,Howie Kendrick,home_run,2019,108,18,91,398,CHC,Graphs
3616,Eric Hosmer,home_run,2019,103.9,29,95.5,398,LAD,Graphs
3617,Nomar Mazara,home_run,2019,105.1,36,95.2,398,TOR,Graphs
3618,Eduardo Escobar,home_run,2019,98.2,27,84.4,398,COL,Graphs
3619,Pete Alonso,home_run,2019,110.9,21,81.6,398,MIL,Graphs
3620,Jason Kipnis,home_run,2019,103.3,21,87.6,398,DET,Graphs
3621,Yan Gomes,home_run,2019,101.7,27,92.6,398,ATL,Graphs
3622,Kyle Schwarber,home_run,2019,103.7,33,89.8,398,LAD,Graphs
3623,Michael A. Taylor,home_run,2019,102,26,83.4,398,PHI,Graphs
3624,Carson Kelly,home_run,2019,98.7,33,96,398,WSH,Graphs
3625,Justin Smoak,home_run,2019,104.5,36,92.7,398,CWS,Graphs
3626,Jurickson Profar,home_run,2019,107,29,85.5,398,CWS,Graphs
3627,Wilson Ramos,home_run,2019,97.9,29,90.7,398,CHC,Graphs
3628,Kevin Newman,home_run,2019,98.5,29,94.2,398,CIN,Graphs
3629,Alex Gordon,home_run,2019,99.6,31,84.9,398,CWS,Graphs
3630,Trey Mancini,home_run,2019,99.4,27,91.5,398,NYY,Graphs
3631,Beau Taylor,home_run,2019,99.8,28,90.1,398,STL,Graphs
3632,Trent Grisham,home_run,2019,101,30,93.3,398,CHC,Graphs
3633,Mookie Betts,home_run,2019,98.4,35,84.1,398,KC,Graphs
3634,Jason Kipnis,home_run,2019,100.8,22,91.2,398,LAA,Graphs
3635,Mallex Smith,home_run,2019,100.5,27,92.8,398,MIN,Graphs
3636,Alex Bregman,home_run,2019,105,27,90.1,398,KC,Graphs
3637,Luke Voit,home_run,2019,109.9,27,84.2,398,ARI,Graphs
3638,Charlie Blackmon,home_run,2019,99.5,38,70.4,398,WSH,Graphs
3639,Matt Chapman,home_run,2019,113.3,21,96,398,LAA,Graphs
3640,Manny Pina,home_run,2019,107,26,88.7,398,SF,Graphs
3641,Addison Russell,home_run,2019,100.9,28,96,398,HOU,Graphs
3642,Justin Bour,home_run,2019,102.2,26,94.6,398,TB,Graphs
3643,Mark Canha,home_run,2019,103.9,33,95,398,HOU,Graphs
3644,David Dahl,home_run,2019,102.8,23,93.9,398,SF,Graphs
3645,Shin-Soo Choo,home_run,2019,104.9,32,94.5,398,MIL,Graphs
3646,Hunter Renfroe,home_run,2019,100.8,23,82.2,398,LAD,Graphs
3647,Rhys Hoskins,home_run,2019,106.8,25,82.2,398,WSH,Graphs
3648,Hunter Renfroe,home_run,2019,102.9,31,91,398,COL,Graphs
3649,Rougned Odor,home_run,2019,106.5,37,90.8,398,BOS,Graphs
3650,Ronald Acuna Jr.,home_run,2019,106.1,25,97,398,MIA,Graphs
3651,Kole Calhoun,home_run,2019,103.2,36,75,398,SEA,Graphs
3652,Aaron Judge,home_run,2019,109.5,22,90.8,398,LAA,Graphs
3653,Elias Diaz,home_run,2019,101.4,23,83.8,398,ATL,Graphs
3654,Gleyber Torres,home_run,2019,106.6,23,95,398,BAL,Graphs
3655,Albert Almora Jr.,home_run,2019,108.2,18,90.7,398,MIA,Graphs
3656,Austin Meadows,home_run,2019,106.9,18,90.6,398,BAL,Graphs
3657,Brandon Nimmo,home_run,2019,98,27,84,398,COL,Graphs
3658,Lourdes Gurriel Jr.,home_run,2019,102.2,29,85.2,398,LAA,Graphs
3659,Willie Calhoun,home_run,2019,98.6,23,92.4,398,LAA,Graphs
3660,Carlos Santana,home_run,2019,98.4,28,95.3,398,MIN,Graphs
3661,Jose Ramirez,home_run,2019,96.3,32,90.9,398,NYY,Graphs
3662,Chris Davis,home_run,2019,103,36,95.1,398,LAA,Graphs
3663,Kyle Seager,home_run,2019,103.9,29,77.4,398,DET,Graphs
3664,Justin Upton,home_run,2019,102,31,97,398,OAK,Graphs
3665,Yasmani Grandal,home_run,2019,102.5,27,87.1,398,CIN,Graphs
3666,Colin Moran,home_run,2019,100.7,30,92.7,398,ATL,Graphs
3667,Ronald Acuna Jr.,home_run,2019,106.2,32,99.8,398,MIA,Graphs
3668,Evan Longoria,home_run,2019,104,27,94.9,398,WSH,Graphs
3669,Jurickson Profar,home_run,2019,108.2,23,82.3,398,BAL,Graphs
3670,Anthony Rendon,home_run,2019,100.3,29,87,398,CHC,Graphs
3671,David Freese,home_run,2019,106.8,21,95.2,398,PIT,Graphs
3672,Tommy Edman,home_run,2019,100.9,33,92.8,398,PIT,Graphs
3673,Curt Casali,home_run,2019,96.7,29,91.4,398,CLE,Graphs
3674,Austin Meadows,home_run,2019,96.6,27,93,398,NYY,Graphs
3675,Jorge Alfaro,home_run,2019,102.9,30,88.8,398,NYM,Graphs
3676,Jonathan Villar,home_run,2019,99.4,29,85.4,398,TOR,Graphs
3677,Mike Yastrzemski,home_run,2019,103.9,23,90.7,398,LAD,Graphs
3678,Mitch Haniger,home_run,2019,100,27,91.9,398,LAA,Graphs
3679,Kole Calhoun,home_run,2019,102.8,39,97.1,398,BOS,Graphs
3680,Brandon Dixon,home_run,2019,99.9,25,84.8,398,BAL,Graphs
3681,Charlie Blackmon,home_run,2019,100.2,34,85.2,398,ARI,Graphs
3682,Derek Fisher,home_run,2019,99.7,25,90.7,398,NYY,Graphs
3683,Corey Dickerson,home_run,2019,104.3,34,87.9,398,CIN,Graphs
3684,Asdrubal Cabrera,home_run,2019,102.7,28,90,398,MIA,Graphs
3685,Freddy Galvis,home_run,2019,103,37,92.5,398,CLE,Graphs
3686,Justin Smoak,home_run,2019,103.9,35,94.5,398,ATL,Graphs
3687,Edwin Encarnacion,home_run,2019,108.4,20,92.8,398,HOU,Graphs
3688,Roberto Perez,home_run,2019,104.2,33,92.8,398,HOU,Graphs
3689,Austin Slater,home_run,2019,102.7,31,76,398,SD,Graphs
3690,Stephen Vogt,home_run,2019,104.2,27,94.9,398,PIT,Graphs
3691,Alex Gordon,home_run,2019,103.9,22,95.3,398,BOS,Graphs
3692,Evan Longoria,home_run,2019,104.9,36,85.2,398,STL,Graphs
3693,Matt Carpenter,home_run,2019,100.4,33,94.1,398,ATL,Graphs
3694,Josh Donaldson,home_run,2019,104.7,28,93.4,398,CLE,Graphs
3695,Paul DeJong,home_run,2019,106.6,24,80.8,398,SD,Graphs
3696,Rafael Devers,home_run,2019,103.5,30,84.5,397,SEA,Graphs
3697,Lourdes Gurriel Jr.,home_run,2019,100.3,33,81.2,397,NYY,Graphs
3698,Carlos Santana,home_run,2019,105.3,21,82.9,397,HOU,Graphs
3699,Eduardo Escobar,home_run,2019,99.5,34,90.6,397,LAD,Graphs
3700,Brian Dozier,home_run,2019,104.6,37,90.5,397,SD,Graphs
3701,Shed Long Jr.,home_run,2019,103.7,25,85.7,397,CWS,Graphs
3702,Bryan Reynolds,home_run,2019,106.3,26,86.4,397,SD,Graphs
3703,Tim Lopes,home_run,2019,103.7,32,95.1,397,SD,Graphs
3704,Todd Frazier,home_run,2019,103.7,24,94.8,397,ARI,Graphs
3705,Marcus Semien,home_run,2019,104.9,28,95.6,397,DET,Graphs
3706,Isiah Kiner-Falefa,home_run,2019,102.4,29,96.6,397,HOU,Graphs
3707,Steven Duggar,home_run,2019,100.3,29,84.5,397,SD,Graphs
3708,Marwin Gonzalez,home_run,2019,105.4,23,82,397,CLE,Graphs
3709,Rowdy Tellez,home_run,2019,109.4,40,87.7,397,ATL,Graphs
3710,Andrew Benintendi,home_run,2019,104.8,28,93.2,397,CLE,Graphs
3711,Shohei Ohtani,home_run,2019,106.3,34,91.3,397,HOU,Graphs
3712,Eloy Jimenez,home_run,2019,99.2,32,93.2,397,CHC,Graphs
3713,Carlos Santana,home_run,2019,107.3,21,82.3,397,NYM,Graphs
3714,Adam Engel,home_run,2019,98.6,28,81.5,397,MIN,Graphs
3715,Joe Panik,home_run,2019,100.4,22,91.9,397,WSH,Graphs
3716,Kole Calhoun,home_run,2019,106.8,35,96.9,397,HOU,Graphs
3717,Orlando Arcia,home_run,2019,103.6,28,89.1,397,CIN,Graphs
3718,Shin-Soo Choo,home_run,2019,102.2,33,83.4,397,SEA,Graphs
3719,Brian McCann,home_run,2019,100.8,28,95.8,397,PIT,Graphs
3720,Charlie Blackmon,home_run,2019,103.5,38,86,397,SD,Graphs
3721,Ehire Adrianza,home_run,2019,106.9,30,95.2,397,HOU,Graphs
3722,Vladimir Guerrero Jr.,home_run,2019,102.7,22,79.1,397,SEA,Graphs
3723,Trey Mancini,home_run,2019,101.8,21,83.9,397,BOS,Graphs
3724,Brian McCann,home_run,2019,104.2,31,94.9,397,CHC,Graphs
3725,Yasmani Grandal,home_run,2019,104.4,21,79.9,397,CHC,Graphs
3726,Ryan Zimmerman,home_run,2019,103.5,26,94.1,397,MIN,Graphs
3727,Renato Nunez,home_run,2019,102.1,26,95.3,397,MIN,Graphs
3728,Eloy Jimenez,home_run,2019,101.5,31,80.2,397,OAK,Graphs
3729,Tom Murphy,home_run,2019,105.1,36,91.5,397,OAK,Graphs
3730,Franmil Reyes,home_run,2019,102.2,31,86.3,397,ARI,Graphs
3731,Anthony Rizzo,home_run,2019,107,19,84.1,397,PHI,Graphs
3732,Eduardo Escobar,home_run,2019,101.1,22,91.5,397,NYM,Graphs
3733,Oscar Mercado,home_run,2019,101.8,26,85.4,397,PHI,Graphs
3734,Keon Broxton,home_run,2019,105.6,26,83.8,397,TOR,Graphs
3735,Colin Moran,home_run,2019,99.1,31,91,397,WSH,Graphs
3736,John Ryan Murphy,home_run,2019,109.5,24,92.5,397,TEX,Graphs
3737,Melky Cabrera,home_run,2019,104.3,22,76.8,397,LAD,Graphs
3738,Manny Machado,home_run,2019,105.2,18,87.9,397,SF,Graphs
3739,Joc Pederson,home_run,2019,97.2,26,90,397,TOR,Graphs
3740,Brian Anderson,home_run,2019,101.8,29,95.1,397,TB,Graphs
3741,Eugenio Suarez,home_run,2019,101.9,30,85.6,397,SEA,Graphs
3742,Carlos Santana,home_run,2019,103.1,33,84.2,397,NYY,Graphs
